ID,Name in English,Name in French,Name in Spanish,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment,Alternate names,Name in the language,Number of speakers,Sources,Latitude,Longitude,Description of the location
778,Tututni,tututni,tututni,United States of America,USA,tuu,Extinct,,,0,,42.5756,-124.0688,
794,Twana,twana,tuana,United States of America,USA,twa,Extinct,,,0,,47.3344,-123.1607,
644,Ubykh (Caucasus),oubykh (Causase),ubijé (Cáucaso),Russian Federation,RUS,uby,Extinct,,,0,,43.5585,39.8597,originally the Black Sea coast north from Khosta in what is now the southernmost part of Krasnodar Region
1062,Ubykh (Turkey),oubykh (Turquie),ubijé  (Turquía),Turkey,TUR,uby,Extinct,,,0,"М. А. Кумахов: Убыхский язык. — Языки мира: Кавказские языки. Москва: Academia, 2001. 146–156.",40.0402,28.0096,émigré communities since 1864; the last speaker was from the village of Hacı Osman Köyü near the Sea of Marmara
1811,Umutina,umutina,umutina,Brazil,BRA,umo,Extinct,"Barbados, Omotina",,0,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)",-15.0425,-57.1026,"Brazil, western Mato Grosso State, on the Bugres River (a
tributary of the Paraguay), about 130 kms. to the northeast of Cuiabá, Alto Paraguai and Barra do Bugres municipalities, Terra Indígena Umutina."
797,Upper Chehalis,haut-chehalis,chehalí alto,United States of America,USA,cjh,Extinct,,,0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge. ",46.4111,-122.9949,
777,Upper Umpqua,haut-umpqua,umpqua alto,United States of America,USA,,Extinct,,,0,,43.4476,-123.77,
2709,Uruava,uruava,uruava,Papua New Guinea,PNG,urv,Extinct,,,0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-5.9821,155.3137,"Northeastern coast of Bongainville Island, Bougainville Province"
1624,Urupá,urupá,urupá,Brazil,BRA,,Extinct,,,0,"Moore, 2008.",-10.898,-61.809,
856,Ventureño,ventureño,ventureño,United States of America,USA,veo,Extinct,,,0,,34.2809,-119.2979,
662,Vilela,vilela,vilela,Argentina,ARG,vil,Extinct,,,0,"- Golluscio  2005  “Documentación de lenguas amenzadas en su contexto etnográfico” en Bein, Roberto y Graciana Vázquez Villanueva (eds.) Actas Congreso Internacional Políticas Culturales e Integración Regional. Buenos Aires: Instituto de Lingüística, UBA (CD-Rom).
- Ethnologue",-26.9808,-59.6777,"East central Chaco Province near Paraguay border, also in Santa Fe and Buenos Aires. "
319,Wanai,wanai,mapoyo,Venezuela (Bolivarian Republic of),VEN,mcg,Critically endangered,Mapoyo,,0,"Mosonyi and Mosonyi (2000), 'Manual de lenguas indígenas de Venezuela'
M.C. Matthéi-Muller.",7.1117,-66.7199,"Municipality of La Urbana (in the western part of the state of Bolívar, near the Orinoco river)"
2086,Wangkumara,wangkumara,wangkumara,Australia,AUS,nbx,Critically endangered,,,0,,-27.2064,142.4597,
850,Wappo,wappo,wappo,United States of America,USA,wao,Extinct,,,0,,38.8701,-122.5154,
722,Western Mansi,mansi occidental,mansi occidental,Russian Federation,RUS,mns,Extinct,,,0,"Laszlo Keresztes: Mansi. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 387–427.",61.1432,62.4023,"the region of the source rivers of the Tavda, a tributary to the lower Tobol’-Irtysh, within Ivdel’ and Gari counties in Yekaterinburg Province"
774,Wiyot,wiyot,wiyot,United States of America,USA,wiy,Extinct,,,0,,40.5984,-124.2519,
1881,Xakriabá,xakriabá,sakiriabá,Brazil,BRA,xkr,Extinct,"Xacriabá, Xikriabá",,0,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-14.5306,-44.0438,
94,Yaaku,yaaku,yaaku,Kenya,KEN,muu,Extinct,Mukogodo,,0,"Bernd Heine, Matthias Brenzinger ",0.4394,37.1777,
754,Yameo,yameo,yameo,Peru,PER,yme,Extinct,,,0,,-4.4449,-73.5644,"Departamento de  Loreto, alrededores de  Nauta"
252,Yir Yoront,yir yoront,yir yoront,Australia,AUS,yiy,Extinct,"Yir Yiront, Jir Joront, Gwandera, Kokomindjen, Mandjoen, Millera, Mind'jana, Mundjun, Myunduno.  Dialects: Dangedl (Dhanu'un, Djudjan, Dudjym), Gorminang, Jir'jorond (Jirmel Mel-Jir, Ngamba'wandh, Yirmel, Yirtangettle, Yir Thangedl, Yirtutiym",,0,,-16.3095,141.4489,
2713,Yoba,yoba,yoba,Papua New Guinea,PNG,zgr,Extinct,,,0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-10.0337,149.2272,"Southeastern hinterland, Central Province"
1601,Yola,,,Ireland,IRL,,Extinct,Fingalian (dialect),,0,"D. Ó Muirthe & T. P. Dolan: The dialect of Forth and Bargy. Dublin: Four Courts Press, 1996.",52.2266,-6.4846,the baronies of Forth and Bargy in County Wexford; Fingalian in Fingal in County Dublin; an outlying dialect of English
509,Yug,yug,yuguí,Russian Federation,RUS,"yug, yuu",Extinct,Southern Ket; Sym Ket; “Yugh”,,0,"Г. К. Вернер: Енисейские языки. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 169–177.",61.0901,88.1982,"originally the basins of the rivers Sym, Kas, and Dubches, western tributaries to the middle Yenisey opposite to the Podkamennaya Tunguska, later the villages of Vorogovo in Turukhansk County and Yartsevo in Yeniseysk County in Krasnoyarsk Region; Yug has two ISO codes"
849,Yuki,yuki,yuki,United States of America,USA,yuk,Extinct,,,0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",37.4336,-118.5908,"Formerly spoken in several dialects along the coast between Fort Bragg and Rockport,  along the South Eel River north of Willits, and in communities in and around Round Valley.  "
510,Yurats,,,Russian Federation,RUS,,Extinct,,,0,"Е. А. Хелимский: Об одном переходном северносамодийском диалекте (к исторической диалектологии ненецкого языка). — Компаративистика, уралистика: лекции и статьи. Москва: Языки русской культуры, 2000. 50–55.",69.2872,81.914,the tundra zone to the west of the lower Yenisey basin
610,Yurutí (Brazil),yurutí (Brésil),yurutí (Brasil),Brazil,BRA,yui,Extinct,Jurití,,0,"Databank Moore, 2008.",-0.1318,-69.1699,
21,Zeem,zeem,zeemo,Nigeria,NGA,zua,Extinct,"Tule, Danshe",,0,"Roger Blench, Caron",9.8389,9.0911,
131,|'Auni,|'auni,|'auni,South Africa,ZAF,ngh,Extinct,,,0,Anthony Traill,-26.0105,20.363,
136,|Xam,|xam,|xam,South Africa,ZAF,xam,Extinct,,,0,Dorothea Bleek,-32.2853,20.759,
1443,ǁKu ǁ'e,ǁku ǁ'e,ǁkuǁe,South Africa,ZAF,kqu,Extinct,Seroa,,0,Anthony Traill,-29.9739,27.0812,Border area of Lesotho and South Africa
1445,ǁKx'au,ǁkx'au,ǁkx'au,South Africa,ZAF,,Extinct,,,0,Anthony Traill,-32.2896,21.7968,
130,ǁXegwi,ǁxegwi,ǁxegwi,South Africa,ZAF,xeg,Extinct,,,0,"Anthony Traill, 2002' The Khoesan languages', in Rajend Mestrie (ed.) Language of South Africa. CUP",-25.35,30.99,"Lake Chrissie, Eastern Transvaal. "
1177,A'tong,a'tong,atong,India,IND,aot,Severely endangered,,,,"Burling, Robbins. 2003. ‘The Tibeto-Burman languages of northeastern India’, pp. 169-191 in Graham Thurgood and Randy J. LaPolla (eds), The Sino-Tibetan Languages. London: Routledge. ",25.2844,91.1755,
2186,Aché,aché,aché,Paraguay,PRY,guq,Definitely endangered,,,,,-25.6613,-55.6787,
118,Akie,akie,oquieco,United Republic of Tanzania,TZA,oki,Critically endangered,"Akiek, Okiek",,,Maarten Mous,-4.7735,37.3315,
1993,Akuriyo,akuriyo,akurio,Suriname,SUR,ako,Critically endangered,,,,"Carlin and Arends (2002), 'Atlas of the Languages of Suriname'",2.8442,-55.7556,"In Tëpu, on the Tapanahoni river, in southeastern Suriname. The last Akuriyo live in a Trio community."
1011,Alemannic,alémanique,alemánico,"Germany, Austria, France, Italy, Liechtenstein, Switzerland","DEU, AUT, FRA, ITA, LIE, CHE","gsw, swg, wae",Vulnerable,"Alsatian, Swabian, Walser (in English); alsacien (in French)",,,"Werner König: dtv-Atlas Deutsche Sprache. 13. durchgesehene Auflage. München: Deutscher Taschenbuch Verlag, 2001.",47.2792,7.6904,"the Germanic-speaking part of Switzerland; central and southern Baden-Württemberg and the Swabia region in Bavaria, Germany; the state of Vorarlberg and parts of the Reutte district in Tyrol, Austria; all of Liechtenstein: entire country; most of Alsace, France; parts of the Aosta Valley and northern Piedmont, Italy; ‘Alemán Coloneiro’ spoken in Colonia Tovar, Venezuela, is based on Alemannic"
1975,Amami,amani,amami,Japan,JPN,"ams, kzg, ryn, tkn",Definitely endangered,"dialects: Kikai, Tokunoshima",,,"Yukio Uemura: The Ryukyuan language. Endangered Languages of the Pacific Rim A4-018; Osaka 2003.
Patrick Heinrich: Language loss and revitalization in the Ryukyu Islands http://japanfocus.org/products/topdf/1596
Patrick Heinrich: What leaves a mark should no longer stain: Progressive erasure and reversing language shift activities in the Ryukyu Islands http://www.sicri.org/ISIC1/j.%20ISIC1P%20Heinrich.pdf",28.3672,129.4958,"Amami Island and neigbouring islands, including Kikai and Tokunoshima islands"
2477,Amok,amok,amok,"China, Lao People's Democratic Republic, Myanmar, Thailand","CHN, LAO, MMR, THA",mqt,Critically endangered,,,,,21.361,100.6457,
2478,Angku,angku,angku,Myanmar,MMR,,Critically endangered,,,,,21.4888,100.8325,
333,Auvergnat,auvergnat,auvernés,France,FRA,oci,Severely endangered,occitan auvergnat; auvernhàs,auvernhat,,,45.1278,3.1311,"the departments of Cantal (except Aurillac region), Haute-Loire, and Puy-de-Dôme, and extending to the Gannat region in Allier, the Saint-Bonnet-le-Château region in Loire, and the western border areas in Ardèche; the original ISO code [auv] for Auvergnat has been retired on false grounds"
2714,Balti,balti,balti,"India, Pakistan","IND, PAK",bft,Vulnerable,"Bälti, sBalti",,,,35.0659,76.1901,
1334,Baraba Tatar,tatar baraba,tártaro de Baraba,Russian Federation,RUS,,Severely endangered,,,,"Л. В. Дмитриева: Язык барабинских татар (материалы и исследования). Ленинград: Наука, 1981.",55.2478,77.893,the Baraba steppes in the western parts of Novosibirsk Province; an outlying dialect of Tatar not listed at all by the SIL
1961,Baré (Venezuela),baré (République bolivarienne du Venezuela),baré (Venezuela),Venezuela (Bolivarian Republic of),VEN,"bae, mht",Critically endangered,Casiquiare variety is also called Mandawaka.,,,"Mosonyi and Mosonyi (2000), 'Manual de lenguas indígenas de Venezuela'
González Ñáñez, in Queixalos and Renault-Lescure (2000), 'As línguas amazónicas hoje'.  ",1.428,-66.9287,"San Carlos de Río Negro, Solano and Santa Rosa de Amanadona on the Casiquiare and the Río Negro (Territorio de Amazonas, Venezuela)"
1019,Bavarian,bavarois,bávaro,"Germany, Austria, Hungary, Italy, Switzerland, Czech Republic","DEU, AUT, HUN, ITA, CHE, CZE",bar,Vulnerable,,,,http://www.phil.uni-passau.de/die-fakultaet/lehrstuehle-professuren/germanistik/deutschesprachwissenschaft/forschung/sprachraumforschung/sbub.html ,48.4146,12.6123,"Upper Bavaria, Lower Bavaria and the Upper Palatinate in Bavaria, Germany; all of Austria except the state of Vorarlberg and parts of the Reutte district in Tyrol; the village of Samnaun in Graubünden, Switzerland; the province of South Tyrol, Italy"
2087,Bay Islands Creole,créole des Iles-de-la-Baie (Islas de la Bahía),criollo de las Islas de la Bahía,Honduras,HND,,Critically endangered,,,,"Herzfeld (in press) Graham (1997), Herzfeld (1997)",16.3297,-86.5299,Bay Islands; Trujillo and La Ceiba in northern Honduras
1581,Bellari,bellari,belarí,India,IND,brw,Critically endangered,"Pengu; Hengo
",,,,11.6952,76.4648,Karnataka
2062,Berbice Dutch Creole,créole néerlandais de Berbice,berbice,Guyana,GUY,brc,Critically endangered,,,,"S. Kouwenberg (1993), 'Berbice Dutch'.",5.3918,-57.777,
1607,Bhalesi,bhalesi,bhalesi,India,IND,bhd,Definitely endangered,Bhalesī,,,,33.3947,76.1352,Jammu and Kashmir
2465,Brao,brao,brao,"Cambodia, Lao People's Democratic Republic, Viet Nam","KHM, LAO, VNM",,Severely endangered,,,,,14.1177,106.7644,
2396,Bungee,bungee,bungui,Canada,CAN,,Critically endangered,,,,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",50.0667,-96.9763,
1521,Burgundian,bourguignon,borgoñón,France,FRA,fra,Severely endangered,Morvan; morvandiau; bourguignon-morvandiau,,,,47.2344,4.2517,Bourgogne; a regional language not recognized by the SIL
2016,Cabiyarí,cabiyarí,cabiyarí,Colombia,COL,cbb,Critically endangered,,,,,0.1208,-71.1474,
2185,Cappadocian Greek (Greece),grec cappadocien (Grèce),griego capadocio (Grecia),Greece,GRC,cpg,Critically endangered,,,,https://biblio.ugent.be/input/download?func=downloadFile&fileOId=762891&recordOId=741991,40.9798,24.104,"originally in central Turkey, where now extinct, cf. Cappadocian Greek (Turkey); Cappadocian Greek was thought to be extinct in Greece as well until Mark Janse and Dimitris Papazachariou discovered speakers in 2005; an outlying dialect of Greek"
2038,Carabayo,carabayo,carabayo,Colombia,COL,cby,Extinct,Amazonas macusa,,,"Ethnologue (1992), Pag. 51. ",-1.6666,-70.3333," Amazonas Department, halfway between the San Bernardo and Pure rivers. 3 long houses, at least. "
1659,Cavineña,cavineña,cavineña,Bolivia (Plurinational State of),BOL,cav,Definitely endangered,,,,"Camp, Elizabeth L. and Millicent R. Liccardi, compilers. 1989. Diccionario cavineña-castellano, castellano-cavineña, con bosquejo de la gramática cavineña.‭  Dallas: Summer Institute of Linguistics. xv, 363 p.",-12.3829,-66.7419,
804,Cayuga (Canada),cayuga (Canada),cayuga (Canadá),Canada,CAN,cay,Critically endangered,,,,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",43.019,-80.1506,Spread over 2 communities in Canada
2486,Central Asian Arabic,arabe d'Asie centrale,árabe asiático central,"Uzbekistan, Tajikistan, Afghanistan","UZB, TJK, AFG","abh, auz",Definitely endangered,,,,,36.9608,66.8133,
1520,Champenois,champenois,champañés,"Belgium, France","BEL, FRA",fra,Severely endangered,,,,,48.6474,4.3725,"Champagne, France, and adjacent regions of Belgium; a regional language not recognized by the SIL"
697,Chichimec,chichimèque,chichimeca,Mexico,MEX,pei,Vulnerable,"Chichimeco jonaz,",,,,21.2941,-100.5233,
256,Chinook Jargon,jargon chinook,chinuco,United States of America,USA,chn,Critically endangered,"Chinuk Wawa, Tsinuk Wawa. Chinook Jargon is a  pidgin language.",,,,45.0591,-123.6091,
888,Chiwere,chiwere,chiwere,United States of America,USA,iow,Extinct,Oto-Missouri [Otoe-Missouria] (Jiwere) and Iowa (Baxoje) are dialects of Chiwere.,,,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge. ",35.9761,-97.3336,"Otoe-Missouria Tribe of the Red Rock region of North Central Oklahoma; the Iowa Tribe of Perkins, Oklahoma, and of the Iowa Tribe of Kansas and Nebraska at White Cloud, Kansas."
2464,Chuang,chuang,chuang,Cambodia,KHM,,Critically endangered,,,,,13.5688,105.0589,
367,Corfiot Italkian,italkien de Corfou,italkiano de Corfú,Greece,GRC,,Critically endangered,Corfiote Italkian; Judeo-Italian,,,,39.5908,19.8591,Corfu; an outlying dialect of Venetan not listed at all by the SIL
339,Cornish,cornique,córnico,United Kingdom of Great Britain and Northern Ireland,GBR,cor,Critically endangered,,Kernewek,,"Ken George: Cornish. — The Celtic languages. Edited by Martin J. Ball with James Fife. London and New York: Routledge, 1993. 410–468; feedback from speakers (2009)",50.4575,-4.746,"Cornwall, England."
1335,Crimean Turkish,turc de Crimée,turco crimeano,Ukraine,UKR,,Severely endangered,крымскоосманский; крымско-турецкий; крымскотурецкий,,,"С. Р. Изидинова: Крымскотатарский язык. — Языки мира: Тюркские языки. Москва: Индрик, 1997.",44.6764,34.3267,"originally spoken in a number of villages in the Yalta region along the southern shores of the Crimea, but the speakers were deported to Central Asia after the Second World War; an outlying dialect of Turkish not listed at all by the SIL"
2004,Desano (Colombia),desano (Colombie),desano (Colombia),Colombia,COL,des,Definitely endangered,,,,,0.8898,-70.0543,
2217,Domari,domari,domarí,"Egypt, Israel, Jordan, Lebanon, Libyan Arab Jamahiriya, Palestine, Syrian Arab Republic","EGY, ISR, JOR, LBN, LBY, PSE, SYR",rmt,Severely endangered,Nawar; Nawari,,,Yaron Matras: The state of present-day Domari in Jerusalem. Mediterranean Language Review 11 (1999): 1–58.,32.2128,35.2908,"Jerusalem, Gaza, Jordan, Libanon and Syria; possibly extinct in Egypt and elsewhere in North Africa; extinct further to the east where Domari lexicon is used in varieties of local languages"
1596,East Franconian,francique oriental,franconio oriental,"Germany, Czech Republic","DEU, CZE",vmf,Vulnerable,"Ostfränkisch (in German); Franconian (colloquial); dialects: Main Franconian (Mainfränkisch), Upper Franconian (Oberfränkisch)",,,http://vmf.i-iter.org/,50.0571,10.7336,"Franconia region in northern Bavaria and southern Thuringia, Germany; formerly also in a small area north of Cheb (Eger), Czech Republic; both the region and the classification in the Ethnologue are incorrect"
721,Eastern Mansi,mansi oriental,mansí oriental,Russian Federation,RUS,mns,Critically endangered,Konda Mansi,,,"Laszlo Keresztes: Mansi. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 387–427.",60.7752,67.6098,"the basin of the river Konda, a western tributary to the lower Irtysh, mainly in Konda County and the southern parts of Sovetskiy County in Khanty-Mansi Autonomous District"
2474,En,En,en,Myanmar,MMR,,Critically endangered,,,,,21.2872,99.4816,
478,Even (Kamtchatka),évène (Kamtchatka),evén (Kamchatka),Russian Federation,RUS,eve,Severely endangered,,,,А. А. Бурыкин: Эвенский язык http://lingsib.iea.ras.ru/ru/languages/even.shtml,56.062,158.9501,a small diaspora group in the Bystraya region of central Kamchatka in Kamchatka Province and several areas in Koryak Autonomous District
471,Even (Siberia),évène (Sibérie),evén (Siberia),Russian Federation,RUS,eve,Severely endangered,,,,А. А. Бурыкин: Эвенский язык http://lingsib.iea.ras.ru/ru/languages/even.shtml,67.6593,134.6594,"Allaykhovskiy, Momskiy, Tomponskiy, Middle Kolyma (Srednekolymskiy), Verkhoyansk, Ust’-Yansk, Kobyay, Lower Kolyma (Nizhnekolymskiy), Upper Kolyma (Verkhnekolymskiy), Oymyakonskiy, Abyy, Bulun and Eveno-Batantay counties in the Republic of Sakha (Yakutia); Ola, Northern Even (Severo-Evenskiy), Omsukchan, Ten’kinskiy and Yagodnoye counties in Magadan Province; Okhota County in Khabarovsk Region; Bilibino and Anadyr counties in Chukchi Autonomous District; cf. Even (Kamtchatka)"
674,Evenki (Northern Siberia),evenki (Sibérie du nord),evenki (Siberia septentrional),Russian Federation,RUS,"evn, orh",Severely endangered,,,,"В. И. Цинциус: Эвенкийский язык. — Языки мира: Монгольские языки; Тунгусо-маньчжурские языки; Японский язык; Корейский язык. Москва: Индрик, 1997. 267–283. | Viktor Atknine: The Evenki language from the Yenisei to Sakhalin. — Northern minority languages: problems of survival. Edited by Hiroshi Shoji and Juha Janhunen. Senri Ethnological Studies 44; Osaka: National Museum of Ethnology. 109–121.",64.2875,100.2282,"the Republic of Sakha (Yakutia), the former Evenki Autonomous District including adjacent regions of the former Taymyr (Dolgan and Nenets) Autonomous District and Krasnoyarsk Region; cf. Evenki (Southern Siberia)"
495,Evenki (Sakhalin),evenki (Sakhalin),evenki(Sajalín),Russian Federation,RUS,"evn, orh",Severely endangered,,,,"В. И. Цинциус: Эвенкийский язык. — Языки мира: Монгольские языки; Тунгусо-маньчжурские языки; Японский язык; Корейский язык. Москва: Индрик, 1997. 267–283. | Viktor Atknine: The Evenki language from the Yenisei to Sakhalin. — Northern minority languages: problems of survival. Edited by Hiroshi Shoji and Juha Janhunen. Senri Ethnological Studies 44; Osaka: National Museum of Ethnology. 109–121.",51.727,142.5585,settlements in Sakhalin Province; cf. Evenki (Southern Siberia)
2450,Evenki (Southern Siberia),évenki (Sibérie du sud),evenki (Siberia meridional),"Mongolia, Russian Federation","MNG, RUS","evn, orh",Severely endangered,,,,"В. И. Цинциус: Эвенкийский язык. — Языки мира: Монгольские языки; Тунгусо-маньчжурские языки; Японский язык; Корейский язык. Москва: Индрик, 1997. 267–283. | Viktor Atknine: The Evenki language from the Yenisei to Sakhalin. — Northern minority languages: problems of survival. Edited by Hiroshi Shoji and Juha Janhunen. Senri Ethnological Studies 44; Osaka: National Museum of Ethnology. 109–121.",51.9833,116.5833,"numerous settlements in Amur, Chita, Irkutsk and Tomsk provinces, the Republic of Buryatia, and Khabarovsk and Maritime (Primor’ye) regions; cf. Evenki (Northern Siberia) and Evenki (Sakhalin); also in the Yeröö valley of north-central Mongolia, but possibly extinct there"
2215,Figuig,figuig,figuig,Morocco,MAR,,Vulnerable,Tamazight,,,"Local sources
Internet-based sources",32.0895,-1.2222,"Seven igherman (oases) of the Figuig: At-Wadday, At-Amar, At-Lamiz, At-Sliman, At-aNaj, At-Addi, Iznayen."
1522,Franc-Comtois,franc-comtois,franco-condado,"France, Switzerland","FRA, CHE",fra,Severely endangered,,,,,47.2829,6.5093,"the northern part of the Franche-Comté region and Sundgau in the Alsace region, France; the Canton of Jura and the Bernese Jura region in the Canton of Berne, Switzerland; a regional language not recognized by the SIL"
354,Gagauz (Deli Orman),gagaouze (Deli Orman),gagauso  (Deli Orman),Bulgaria,BGR,"bgx, gag",Critically endangered,Gajal (local name),,,"Wolfgang Schulze: Gagausisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 781–786.",43.5963,26.8286,the region of Deli Orman in Bulgaria
673,Gagauz (South Balkans),gagaouze (Balkans du sud),gagauso (sur de los Balcanes),"Greece, The former Yugoslav Republic of Macedonia, Turkey","GRC, MKD, TUR","bgx, gag",Severely endangered,,,,"Wolfgang Schulze: Gagausisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 781–786.",41.4633,22.6977,Strumica in southeastern part of the FYROM; the region of Evros in northeastern Greece; Surguch in the region of Edirne (Adrianople) in Turkey
2456,Gangou,gangou,gangou,China,CHN,,Severely endangered,,,,"Feng Lide and Kevin Stuart: Interethnic cultural contact on the Inner Asian frontier: The Gangou people of Minhe County, Qinghai. Sino-Platonic Papers 33 (1992). http://www.sino-platonic.org/complete/spp033_gangou_qinghai.pdf",35.55,102.43,"Minhe Hui and Tu Autonomous County, Qinghai"
1346,Gottscheerish,gottscheerish,gottscheerish,Slovenia,SVN,,Critically endangered,Granish,,,,45.6332,14.8123,"originally the Gottschee (Kočevje) region in southern Slovenia, but the speakers were resettled during the Second World War, and now live scattered practically all around the world; an outlying dialect of Bavarian not listed at all by the SIL"
2052,Guaná,guaná,guaná,Paraguay,PRY,gva,Critically endangered,,,,,-21.9532,-58.0517,
2395,Han (Canada),han (Canada),han (Canadá),Canada,CAN,haa,Critically endangered,,,,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",64.062,-139.4278,
1493,Homshetsma (Caucasus),homshetsma (Caucase),homshetsma (Cáucaso),"Georgia, Russian Federation","GEO, RUS",hye,Severely endangered,Homshetsi,,,Bert Vaux: Hemshinli: The forgotten Black Sea Armenians http://www.uwm.edu/~vaux/hamshen.pdf,43.2452,40.3582,Abkhazia and adjacent regions in Georgia and the Russian Federation: émigré communities from north-eastern Turkey; an outlying dialect of (Western) Armenian not listed separately by the SIL
1492,Homshetsma (Turkey),homshetsma (Turquie),homshetsma (Turquía),Turkey,TUR,hye,Definitely endangered,Homshetsi,,,Bert Vaux: Hemshinli: The forgotten Black Sea Armenians http://www.uwm.edu/~vaux/hamshen.pdf,41.468,41.558,"north-eastern Turkey; earlier also adjacent Georgia, from where deported to Central Asia; an outlying dialect of (Western) Armenian not listed separately by the SIL"
2203,Hulaula (Iran),hulaula (République islamique d'Iran),hulaulá (Iran),Iran (Islamic Republic of),IRN,huy,Extinct,"Lishana Noshan, Lishana Axni, Jabali, Galligallokh, Hula Hula, Judeo-Aramaic, Jewish Northeastern Neo-Aramaic",,,,35.9068,46.1535,Iranian Kurdistan and bordering Iraqi towns
2397,Huron-Wyandot (Canada),huron-wyandot (Canada),huron (Canadá),Canada,CAN,wya,Critically endangered,Wyandot,,,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",46.8722,-71.3651,
2717,Jad,jad,jad,"India, Pakistan","IND, PAK",jda,Definitely endangered,Jād,,, van Driem 2001 (855-856),30.645,78.3627,"Bagorā village, 3 km south of Harsil, and in Ḍuṇdā village, just 17 km south of Uttarkāśī, on the banks of the Bhāgīrathī, as well as in some other villages."
2469,Jahai,jahai,yehai,Malaysia,MYS,jhi,Critically endangered,,,,,5.3597,101.7763,
2588,Javindo Creole,créole javindo,criollo javindo,Indonesia,IDN,jvd,Critically endangered,,,,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-7.0136,110.4345,Java
2724,Jeju,,,Republic of Korea,KOR,,Critically endangered,"Cheju, Ceycwu",제주어,,"National Institute for the Korean Language, JEJU National University, South Korea
KANG Young Bong
KIM Soon Ja
YANG Changyong
",33.3671,126.4974,"Jeju Island, Jeju Special Self-Governing Province"
2019,Jitnu,jitnu (macaguán),macaguán,Colombia,COL,mbn,Definitely endangered,Macaguane. Hitnü.,,,,6.5118,-70.8837,
